id,event_id,date,last_seen,country,event_type,certainty,disinfo_subtype,info_class,info_type,threat_level,headline,summary,escalation_outcome,actors,platforms,spread,disinfo_confidence,detection_method,data_source,observation_count,status,content_observed,last_observation,source_urls,source_publishers,narrative_families
SSD-2025-024,SSD-2025-024,2025-11-27,2025-11-27,South Sudan,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,NSS detains Al-Watan newspaper editor Michael Christopher; civil society raises alarm,"National Security Service agents detained Michael Christopher, editor-in-chief of Arabic daily Al-Watan, at his Juba home on November 27, 2025, without providing official reasons. Christopher had been using Facebook to broadcast political commentary calling for removal of senior officials and expressing support for Sudan's RSF, raising concerns about press freedom and the targeting of journalists engaging in political discourse.",,"['NSS (National Security Service)', 'Michael Christopher (journalist/editor)', 'South Sudanese media organizations', 'Civil society']","[""Facebook (Michael Christopher's live broadcasts)"", ""NSS detention facility ('Blue House')""]",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.radiotamazuj.org/en/news/article/newspaper-editor-detained-by-security-forces-in-juba,https://www.radiotamazuj.org/en/news/article/newspaper-editor-detained-by-security-forces-in-juba,Delegitimization
SOM-2025-033,SOM-2025-033,2025-11-26,2025-11-26,Somalia,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,AFRICOM strikes ISIS-Somalia in Golis Mountains Nov 26-28 as 2025 total exceeds 109 strikes,"AFRICOM conducted multiple airstrikes targeting ISIS-Somalia on November 26-28 in the Golis Mountains, approximately 60km southeast of Bossaso. By this point in 2025, US airstrikes in Somalia exceeded 109 for the year — a dramatic escalation from the 2024 pace. The November 27 operation involved US Special Forces and Puntland Counter-Terrorism Forces in a joint pre-dawn raid on ISIS strongholds in Baalade Valley, killing a senior ISIS leader and 15 other militants. By November 2025, Puntland forces had besieged the last remaining ISIS stronghold in the Baalade valley.",,"['U.S. AFRICOM', 'Puntland Security Forces', 'US Special Forces (PCTF)', 'ISIS-Somalia']","['AFRICOM press releases', 'Social media coverage']",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.africom.mil/pressrelease/36123/us-forces-conduct-strikes-targeting-isis-somalia; https://www.ujasusi.com/p/tanzanian-isis-fighters-puntland-election-massacres-2026,https://www.africom.mil/pressrelease/36123/us-forces-conduct-strikes-targeting-isis-somalia; https://www.ujasusi.com/p/tanzanian-isis-fighters-puntland-election-massacres-2026,Counter-Narrative Response; Victimhood/Grievance
EXT-2025-021,EXT-2025-021,2025-11-25,2025-11-25,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P2 HIGH,UN Panel of Experts October 2025 Report Details Unprecedented Houthi-Al-Shabaab Intelligence and Propaganda Cooperation,"The UN Panel of Experts on Yemen's October 17, 2025 Security Council report revealed that Houthi-Al-Shabaab cooperation had 'intensified to unprecedented levels,' encompassing weapons smuggling, military training (including IEDs and UAVs), intelligence exchange, and strategic coordination. Somali intelligence intercepted direct Houthi-Daesh-Al-Shabaab communications; two Houthi military engineers were dispatched to Jilib to train Al-Shabaab on drone modification. Approximately 70 Somalis were under investigation for involvement in arms smuggling, and about 400 Somali fighters received training in Houthi camps in Yemen. This operational nexus includes a shared propaganda narrative amplified across Telegram channels.",,"['Houthis', 'Al-Shabaab', 'Iran', 'Islamic State Somalia (limited)']","['Telegram', 'WhatsApp', 'Encrypted communications']",3.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://adf-magazine.com/2025/11/u-n-report-shows-increasing-collaboration-of-houthis-al-shabaab/; https://south24.net/news/newse.php?nid=5032,https://adf-magazine.com/2025/11/u-n-report-shows-increasing-collaboration-of-houthis-al-shabaab/; https://south24.net/news/newse.php?nid=5032,Houthi-Al-Shabaab Intelligence Sharing; Foreign Influence Operation
SSD-2025-023,SSD-2025-023,2025-11-25,2025-11-25,South Sudan,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,Parliament passes Cybercrime and Computer Misuse Bill amid rights concerns,"The Transitional National Legislative Assembly passed the Cybercrime and Computer Misuse Bill unanimously on 25 November 2025 following an extraordinary session. The bill criminalizes unauthorized data transmission, hacking, fake websites, false information publication, online impersonation, and gender-based harassment. Civil society and digital rights advocates warned the vague definitions of 'perilous acts' and broad surveillance powers could be used to suppress journalism, political opposition, and human rights defenders. Penalties include up to two years in prison or fines of 1 million SSP.",,"['Transitional National Legislative Assembly (TNLA)', 'Information Minister Michael Makuei Lueth', 'Civil society (in opposition)', 'Digital rights advocates']","['SSBC', 'Radio Tamazuj', 'Eye Radio', 'Facebook (debate)']",4.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.radiotamazuj.org/en/news/article/south-sudan-parliament-passes-controversial-cybercrime-bill; https://mictps.gov.ss/revitalized-natl-legislative-assembly-passed-cybersecurity-and-computer-misuse-bill/,https://www.radiotamazuj.org/en/news/article/south-sudan-parliament-passes-controversial-cybercrime-bill; https://mictps.gov.ss/revitalized-natl-legislative-assembly-passed-cybersecurity-and-computer-misuse-bill/,Delegitimization; Existential Threat
KEN-2025-024,KEN-2025-024,2025-11-19,2025-11-19,Kenya,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,"Al-Shabaab IED kills two Border Patrol Unit officers on Liboi-Kulan road, Garissa County",Two Kenya Border Patrol Unit officers were killed when their vehicle struck an IED planted by al-Shabaab along the Liboi-Kulan road in Garissa County. The improvised explosive device destroyed their vehicle and killed both officers on the spot. This attack was part of a documented pattern of IED-based attacks in the Liboi-Kulan-Amuma-Hulugho corridor identified in Kenya's 2025 National Security report as one of the highest-risk terrorism corridors.,,"['Al-Shabaab', 'Kenya Border Patrol Unit']","['Telegram', 'Al-Kataib Media Foundation']",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.aa.com.tr/en/africa/2-kenyan-officers-killed-in-al-shabab-bomb-attack-near-somalia-border/3748137,https://www.aa.com.tr/en/africa/2-kenyan-officers-killed-in-al-shabab-bomb-attack-near-somalia-border/3748137,Existential Threat
KEN-2025-023,KEN-2025-023,2025-11-18,2025-11-18,Kenya,CONTEXT,Context Event,,OBSERVED,DISINFO,P1 CRITICAL,Amnesty International: Kenya authorities paid state trolls to suppress Gen-Z protests; deployed AI-generated disinformation and surveillance,"Amnesty International released its landmark report documenting systematic state-sponsored tech-facilitated violence against Gen-Z protesters between June 2024 and July 2025. The report documented paid troll networks (earning KES 25,000–50,000/day) countering protest hashtags in real time, AI-generated pornographic images targeting women activists, Islamophobic imagery targeting Somali-Kenyan journalist Hanifa Adan, and evidence of Safaricom-enabled surveillance of protesters. Secretary General Agnès Callamard confirmed this was state-driven, with over 128 deaths, 3,000 arrests, and 83 enforced disappearances across the protest period.",,"['Kenyan Government', 'Interior CS Kipchumba Murkomen', 'Paid troll network (500-person estimated)', 'Safaricom (alleged surveillance)', 'Amnesty International']","['X (Twitter)', 'TikTok', 'Facebook', 'WhatsApp']",4.0,HIGH,iris_meta_monitoring,Catalogue,0,active,False,,https://www.amnesty.org/en/latest/news/2025/11/kenyan-weaponized-social-media-and-digital-tools-to-suppress-gen-z-protests/; https://www.bbc.com/news/articles/c3vngv60l0qo; https://www.business-humanrights.org/en/latest-news/kenya-authorities-weaponized-social-media-and-digital-tools-to-suppress-gen-z-protests/,https://www.amnesty.org/en/latest/news/2025/11/kenyan-weaponized-social-media-and-digital-tools-to-suppress-gen-z-protests/; https://www.bbc.com/news/articles/c3vngv60l0qo; https://www.business-humanrights.org/en/latest-news/kenya-authorities-weaponized-social-media-and-digital-tools-to-suppress-gen-z-protests/,Delegitimization; Misinformation/Disinformation; Existential Threat
EXT-2025-027,EXT-2025-027,2025-11-18,2025-11-18,Kenya,CONTEXT,Context Event,,OBSERVED,CONTEXT,P1 CRITICAL,Amnesty Report Released: Kenya Government Deployed AI-Generated Pornographic Deepfakes Against Women Protest Organizers,"Amnesty International documented Kenya's government deployment of AI-generated pornographic deepfakes targeting women protest organizers during 2024-2025 Gen Z demonstrations. The campaign included death threats, enforced disappearances, and surveillance allegedly involving state-linked troll networks and Safaricom infrastructure access.",,"['Kenyan State House', 'State security agencies', ""Paid troll networks ('527 bloggers')"", 'Safaricom (alleged surveillance enabler)']","['X (Twitter)', 'TikTok', 'Facebook', 'WhatsApp']",4.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://www.amnesty.org/en/latest/news/2025/11/kenyan-weaponized-social-media-and-digital-tools-to-suppress-gen-z-protests/; https://www.bbc.com/news/articles/c3vngv60l0qo,https://www.amnesty.org/en/latest/news/2025/11/kenyan-weaponized-social-media-and-digital-tools-to-suppress-gen-z-protests/; https://www.bbc.com/news/articles/c3vngv60l0qo,Kenya State Digital Repression; Anti-Protest AI-Generated Harassment
KEN-2025-022,KEN-2025-022,2025-11-17,2025-11-17,Kenya,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P3 MODERATE,Senate orders NCIC to fire 22 irregularly hired staff; nepotism scandal undermines commission credibility,"The Senate Standing Committee on National Cohesion ordered NCIC to immediately terminate 22 staff hired irregularly by outgoing commissioners just before their October 2025 term ended, in positions that were never publicly advertised. NCIC CEO Dr. Daniel Giti testified he was pressured to comply with the illegal hiring. The scandal severely damaged the NCIC's credibility precisely as hate speech was rising ahead of the 2027 elections—undermining the commission's standing as an impartial arbiter of national cohesion.",,"['NCIC outgoing commissioners', 'Dr. Daniel Giti (NCIC CEO)', 'Senate Committee on National Cohesion', 'Ethics and Anti-Corruption Commission']","['Television (KTN)', 'YouTube']",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://nation.africa/kenya/news/how-outgoing-ncic-commissioners-irregularly-hired-22-friends-and-relatives--5267856; https://streamlinefeed.co.ke/news/senate-orders-ncic-to-fire-22-staff-in-nepotism-scandal,https://nation.africa/kenya/news/how-outgoing-ncic-commissioners-irregularly-hired-22-friends-and-relatives--5267856; https://streamlinefeed.co.ke/news/senate-orders-ncic-to-fire-22-staff-in-nepotism-scandal,Delegitimization; Collective Blame
EXT-2025-020,EXT-2025-020,2025-11-17,2025-11-17,Regional,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P2 HIGH,TASS Announces Plan to Reopen Correspondent Offices Across All 54 African Countries,"TASS Director General Andrey Kondrashov announced plans to reopen correspondent offices across all 54 African countries, framing the initiative as preventing 'misinformation from third-party sources.' The announcement coincided with a TASS-Africa journalist tour of Moscow, Kazan, and St. Petersburg (November 16-24, 2025) and came the same week Kenya's PM Mudavadi revealed approximately 200 Kenyans were fighting in Ukraine for Russia. TASS already announced six new African bureaus planned by 2026, explicitly targeting Nigeria, Cameroon, Angola, and Madagascar for initial expansion.",,"['TASS', 'Russian Embassy Kenya']","['TASS wire service', 'X (Twitter)', 'Russian Embassy social media']",3.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://dawan.africa/news/russias-state-owned-media-to-open-offices-in-all-54-african-countries,https://dawan.africa/news/russias-state-owned-media-to-open-offices-in-all-54-african-countries,TASS Africa Media Expansion; Foreign Influence Operation
GAP-2025-002,GAP-2025-002,2025-11-14,2025-11-14,Kenya,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P2 HIGH,ADDO Documents Coordinated #DogsOfWar and #SmallVotesBigDamage Disinformation Campaigns Surging Ahead of Kenya 2027 Polls,"According to the African Digital Democracy Observatory (ADDO), two coordinated disinformation campaigns surged on X (formerly Twitter) in Kenya between May and June 2025, with the report published in November 2025. According to ADDO, the #DogsOfWar campaign (May 21–24, 2025) generated 6,754 mentions and 731,150 views, framing civil society activists — including those deported from Tanzania — as foreign-funded agents (linked to Open Society Foundation/Soros) sowing regional destabilization in service of pro-government narratives; related activity reached 131,728 mentions and 32.7 million views. The #SmallVotesBigDamage campaign (June 5–9, 2025) generated 6,172 mentions and 163,356 views, promoting minority ethnic/constituency voting blocs over traditional ones following the Gachagua impeachment, with DISARM framework analysis revealing tactics including fake documents, impersonation of major media outlets, and orchestrated amplification by pro-government accounts.",,"['African Digital Democracy Observatory (ADDO)', 'Pro-government coordinated accounts (previously identified by CfA)', '@Trini_Mx (14,823 followers) — #DogsOfWar initiator', '@theboyfk (12,023 followers) — #SmallVotesBigDamage initiator', 'Open Society Foundation (falsely implicated as foreign funder)', 'Hanifa Adan (activist targeted)', 'Willy Mutunga (activist targeted)', '@theboyfk (12,023 followers) — first post', 'Network of pro-government accounts with prior coordinated disinformation history (Code for Africa)']",['X (Twitter)'],1.0,HIGH,iris_meta_monitoring,Catalogue,0,active,False,,https://disinfo.africa/online-disinformation-surges-as-kenya-nears-2027-polls-b2d9f1a4f8eb,https://disinfo.africa/online-disinformation-surges-as-kenya-nears-2027-polls-b2d9f1a4f8eb,Foreign Influence Operation; Misinformation/Disinformation; Delegitimization; Ethnic Incitement; Anti-Government Narrative
